zone,time_elapsed,power_j,watts,watts_since_last,start_power,prev_power,prev_power_reading
uncore,73.071490992,51.45719299999996,0.7042216743339718,0.7445574877532763,1572.511085,50.71200699999986,1623.968278
package-0,74.072007328,1575.457481999998,21.269286761184066,21.888727895887747,33902.944687,1553.5172859999948,35478.402169
core,74.072105085,1239.621683999998,16.735373295448852,17.591725660683657,26566.32213,1221.9885939999986,27805.943814
uncore,74.07216496,51.90759400000002,0.7007726419043527,0.44934443306867133,1572.511085,51.45719299999996,1624.418679
package-0,75.072794852,1597.578972999996,21.280418408813443,22.10432124742591,33902.944687,1575.457481999998,35500.52366
core,75.072863512,1257.1008829999992,16.74510820713517,17.46563239538181,26566.32213,1239.621683999998,27823.423013
uncore,75.072910927,52.700902999999926,0.7019980140676856,0.792693267577385,1572.511085,51.90759400000002,1625.211988
package-0,76.073523438,1619.6501729999945,21.29061003306396,22.055167238781106,33902.944687,1597.578972999996,35522.59486
core,76.07362377,1274.6349950000003,16.75531980018597,17.521375029158865,26566.32213,1257.1008829999992,27840.957125
uncore,76.073690282,53.37492499999985,0.7016235559152668,0.6735323830429258,1572.511085,52.700902999999926,1625.88601
package-0,77.074362393,1642.219395,21.30696319278149,22.5499417321747,33902.944687,1619.6501729999945,35545.164082
core,77.074446256,1292.5203159999983,16.76979512164041,17.870042060426137,26566.32213,1274.6349950000003,27858.842446
uncore,77.074497205,54.1984759999998,0.7031977193503105,0.822847462950587,1572.511085,53.37492499999985,1626.709561
package-0,78.075113581,1667.8536279999971,21.362180867146225,25.614822139009743,33902.944687,1642.219395,35570.798315
core,78.075198928,1312.8839630000002,16.815663079986876,20.34822715416098,26566.32213,1292.5203159999983,27879.206093
uncore,78.075248169,55.48232999999982,0.7106280482250397,1.2828818347114388,1572.511085,54.1984759999998,1627.993415
package-0,79.075802993,1693.295717999994,21.413589357561982,25.424542184377504,33902.944687,1667.8536279999971,35596.240405
core,79.075873894,1332.626014999998,16.85252371990838,19.72843559157996,26566.32213,1312.8839630000002,27898.948145
uncore,79.075912471,57.22377099999994,0.7236576108114667,1.7402399003428253,1572.511085,55.48232999999982,1629.734856
package-0,80.076428234,1715.01397,21.417233718368777,21.70524166110195,33902.944687,1693.295717999994,35617.958657
core,80.07667012,1349.593840999998,16.853837474902893,16.957661408175387,26566.32213,1332.626014999998,27915.915971
uncore,80.076745723,58.147306999999955,0.7261482914408796,0.9229827549068941,1572.511085,57.22377099999994,1630.658392
package-0,81.077333909,1744.8015069999965,21.52023023788083,29.760264752897495,33902.944687,1715.01397,35647.746194
core,81.077435523,1371.8792489999978,16.920639498880867,22.265004394502622,26566.32213,1349.593840999998,27938.201379
uncore,81.077497866,61.58012799999983,0.7595239500433164,3.429678049894309,1572.511085,58.147306999999955,1634.091213
package-0,82.078091048,1771.0174209999968,21.57724147744811,26.196055765574574,33902.944687,1744.8015069999965,35673.962108
core,82.078162483,1391.7564710000006,16.95650482964282,19.86216524729111,26566.32213,1371.8792489999978,27958.078601
uncore,82.078203157,63.91190199999983,0.778672488697669,2.3300077096955683,1572.511085,61.58012799999983,1636.422987
package-0,83.078739379,1797.799788999997,21.639723601052005,26.76476173825728,33902.944687,1771.0174209999968,35700.744476
core,83.0788146,1411.7525529999984,16.9929572953129,19.98293692434495,26566.32213,1391.7564710000006,27978.074683
uncore,83.078851182,66.71711499999992,0.8030593489293159,2.8033689018859,1572.511085,63.91190199999983,1639.2282
package-0,84.07943538,1820.2507609999957,21.64919696157343,22.435695781533735,33902.944687,1797.799788999997,35723.195448
core,84.079532274,1429.266036000001,16.99901056866054,17.50156637597428,26566.32213,1411.7525529999984,27995.588166
